OrderID,CustomerID,ManagerID,Quantity,Price,Freight,OrderDate,ShippedDate
2800,XK13,man51,9,34.75,11.15,2021-10-27,2021-12-28
2801,ZX52,man79,42,70.77,14.51,2021-11-04,2021-12-31
2802,HQ11,man49,70,43.89,11.79,2021-11-06,2022-01-05
2803,FK35,man97,89,98.86,12.76,2021-12-09,2022-01-01
2804,VP37,man60,35,88.8,21.25,2021-11-19,2021-12-18
2805,ZU65,man25,26,67.38,15.24,2021-10-22,2021-12-27
2806,MR20,man38,2,82.21,26.78,2021-10-31,2021-12-26
2807,ZZ42,man98,55,27.48,11.28,2021-11-30,2021-12-16
2808,VG80,man73,44,33.96,25.71,2021-10-15,2022-01-07
2809,AG06,man82,51,27.31,17.47,2021-11-02,2022-01-01
2810,XY85,man77,89,91.88,28.87,2021-10-28,2021-12-27
2811,OZ05,man09,65,41.9,19.39,2021-10-29,2022-01-10
2812,HB45,man12,4,61.78,12.54,2021-11-09,2021-12-23
2813,RZ04,man79,41,92.17,24.42,2021-10-26,2021-12-21
2814,OP36,man90,97,64.32,11.26,2021-12-05,2021-12-26
2815,CB15,man26,34,69.72,27.13,2021-10-24,2021-12-23
2816,WA52,man33,55,85.26,18.9,2021-10-15,2022-01-02
2817,MS65,man54,90,23.51,20.2,2021-10-24,2022-01-02
2818,FR18,man15,2,84.24,11.24,2021-10-15,2021-12-19
2819,SS81,man33,93,96.08,24.36,2021-12-03,2021-12-25
2820,HH13,man98,39,75.08,15.22,2021-12-11,2021-12-30
2821,XY27,man57,44,20.7,14.28,2021-10-29,2021-12-22
2822,MF14,man99,84,57.85,16.51,2021-11-21,2021-12-17
2823,MZ19,man86,20,24.41,17.91,2021-12-06,2022-01-05
2824,DN07,man24,31,49.89,25.13,2021-11-21,2021-12-31
2825,CT19,man51,91,70.22,20.08,2021-12-01,2021-12-27
2826,TT27,man46,4,99.09,28.21,2021-11-03,2022-01-07
2827,JO07,man82,33,81.78,22.79,2021-11-13,2021-12-27
2828,QL67,man02,99,87.51,26.96,2021-10-21,2021-12-14
2829,YQ23,man93,42,43.35,25.58,2021-10-26,2021-12-28
2830,DL01,man59,43,25.91,13.23,2021-10-30,2021-12-23
2831,AV47,man85,90,33.96,17.08,2021-10-26,2022-01-04
2832,OW62,man06,97,50.08,11.37,2021-11-01,2022-01-08
2833,OV50,man72,41,92.02,27.31,2021-11-13,2021-12-31
2834,VE59,man00,17,32.84,29.76,2021-12-14,2022-01-07
2835,GK30,man22,75,99.27,14.93,2021-12-14,2022-01-11
2836,LM73,man18,28,43.11,29.9,2021-12-01,2021-12-16
2837,IW39,man38,49,92.02,21.3,2021-12-12,2021-12-15
2838,GJ61,man53,51,95.91,28.63,2021-11-02,2021-12-22
2839,QA76,man67,17,49.46,26.57,2021-11-01,2022-01-04
2840,LN75,man82,15,44.26,23.5,2021-11-26,2021-12-25
2841,XI78,man53,80,39.9,26.69,2021-10-15,2022-01-10
2842,AV66,man25,71,24.85,22.57,2021-12-03,2021-12-18
2843,FU29,man11,4,56.09,13.58,2021-10-31,2022-01-06
2844,ZV88,man99,59,89.25,13.48,2021-12-01,2021-12-20
2845,FF88,man02,22,22.56,29.5,2021-11-10,2021-12-19
2846,WP47,man50,76,78.86,16.53,2021-10-24,2021-12-17
2847,HP32,man60,62,68.92,10.8,2021-11-14,2022-01-09
2848,IJ67,man51,30,68.35,23.9,2021-11-24,2021-12-27
2849,OZ41,man56,89,37.75,26.77,2021-11-03,2021-12-28
2850,IG14,man77,90,48.58,13.15,2021-11-18,2022-01-03
2851,OR77,man42,76,41.15,21.43,2021-10-18,2022-01-01
2852,WN54,man99,84,70.7,11.26,2021-11-25,2021-12-21
2853,NW96,man81,24,45.79,21.54,2021-11-16,2021-12-30
2854,IF84,man16,97,20.51,12.87,2021-12-13,2022-01-12
2855,WK93,man18,89,27.0,25.25,2021-11-21,2021-12-31
2856,UU11,man66,24,68.29,27.56,2021-10-27,2022-01-10
2857,EU04,man24,18,61.05,19.21,2021-11-04,2021-12-24
2858,HX04,man19,42,24.0,21.36,2021-12-04,2021-12-23
2859,UT42,man28,5,71.95,12.91,2021-11-26,2022-01-09
2860,ZA16,man28,72,59.78,17.34,2021-12-11,2021-12-17
2861,VJ90,man09,63,25.37,13.75,2021-10-27,2021-12-27
2862,LW48,man44,27,63.9,20.97,2021-11-09,2021-12-21
2863,LG94,man19,50,63.95,21.3,2021-11-12,2021-12-18
2864,MP66,man20,93,83.09,10.32,2021-11-24,2021-12-19
2865,UN24,man68,90,98.25,16.52,2021-11-20,2021-12-31
2866,PP05,man69,41,52.16,27.39,2021-10-22,2021-12-20
2867,LJ49,man77,94,95.62,17.78,2021-10-29,2022-01-13
2868,JG85,man35,30,64.73,17.21,2021-11-29,2021-12-16
2869,TZ79,man63,74,72.5,26.76,2021-12-07,2021-12-25
2870,CP62,man91,47,34.11,26.2,2021-10-29,2022-01-07
2871,QB83,man98,4,70.21,25.17,2021-12-10,2022-01-05
2872,GI87,man09,25,92.14,25.78,2021-11-28,2021-12-15
2873,UV73,man32,59,30.14,22.93,2021-10-26,2021-12-26
2874,RZ55,man86,35,25.21,26.07,2021-12-08,2021-12-26
2875,RW04,man86,56,33.78,13.97,2021-12-05,2022-01-10
2876,WN88,man10,47,74.62,12.14,2021-10-26,2021-12-31
2877,BX35,man03,51,49.24,27.74,2021-12-13,2021-12-22
2878,QY07,man97,10,49.27,25.86,2021-11-02,2021-12-20
2879,VG35,man65,56,91.87,21.34,2021-12-09,2022-01-03
2880,PN39,man71,46,98.06,12.95,2021-12-02,2022-01-06
2881,FH50,man05,76,28.64,15.6,2021-10-24,2021-12-24
2882,OG91,man28,74,21.83,20.28,2021-10-31,2021-12-25
2883,NP86,man58,60,93.96,18.06,2021-11-17,2021-12-17
2884,KA07,man77,29,89.62,14.28,2021-10-16,2021-12-30
2885,WM16,man23,30,90.86,20.08,2021-11-17,2022-01-01
2886,KR76,man25,92,67.56,13.41,2021-12-02,2021-12-19
2887,YG12,man61,98,82.48,28.74,2021-11-23,2021-12-28
2888,LL54,man31,61,20.58,21.74,2021-11-04,2021-12-25
2889,MF42,man89,91,66.76,28.5,2021-11-23,2021-12-21
2890,EX69,man94,68,99.48,29.58,2021-10-20,2021-12-23
2891,EF99,man93,16,22.85,18.19,2021-10-26,2021-12-19
2892,SO65,man76,92,96.63,16.52,2021-10-31,2022-01-02
2893,RW52,man07,15,53.75,15.47,2021-10-16,2021-12-14
2894,XZ84,man68,64,71.72,19.52,2021-12-12,2021-12-29
2895,JK03,man56,87,98.54,16.98,2021-11-15,2021-12-24
2896,AN11,man30,46,85.06,11.61,2021-12-10,2022-01-02
2897,PZ16,man25,55,45.92,22.2,2021-11-08,2022-01-02
2898,BJ15,man39,15,29.29,21.83,2021-11-22,2021-12-22
2899,XS01,man76,81,51.36,21.56,2021-12-06,2021-12-30
2900,FB80,man46,7,60.16,26.61,2021-11-06,2022-01-07
2901,BS71,man44,20,22.48,21.18,2021-12-13,2022-01-11
2902,YC00,man18,100,70.11,27.87,2021-11-06,2022-01-09
2903,NJ43,man35,51,87.24,15.91,2021-11-30,2022-01-03
2904,OH12,man60,22,41.84,24.14,2021-11-01,2021-12-18
2905,FK51,man55,23,50.06,20.09,2021-11-11,2022-01-03
2906,FB50,man58,93,62.94,27.59,2021-12-03,2021-12-31
2907,BD63,man52,16,84.2,16.85,2021-10-27,2021-12-20
2908,ZQ90,man42,32,35.51,14.13,2021-11-16,2022-01-05
2909,BV38,man91,26,86.16,14.35,2021-12-03,2021-12-16
2910,JN44,man12,98,38.39,19.74,2021-12-08,2021-12-14
2911,RZ39,man50,42,69.93,20.14,2021-11-01,2021-12-30
2912,GI35,man89,79,61.65,28.67,2021-12-10,2021-12-19
2913,QT67,man55,52,25.12,26.71,2021-11-15,2022-01-06
2914,IG62,man88,24,21.35,24.41,2021-10-31,2022-01-06
2915,WD55,man58,76,49.93,28.39,2021-11-11,2021-12-23
2916,CC20,man73,52,63.1,19.62,2021-10-26,2022-01-11
2917,RF75,man79,40,89.75,16.43,2021-12-07,2021-12-28
2918,DF46,man76,81,59.5,29.46,2021-11-30,2022-01-11
2919,SV20,man97,77,61.5,14.93,2021-12-11,2022-01-02
2920,TR96,man37,88,86.16,15.99,2021-12-11,2021-12-29
2921,OW75,man43,95,78.16,10.78,2021-10-23,2021-12-28
2922,TK66,man66,93,92.91,17.18,2021-12-11,2022-01-03
2923,LK56,man74,28,46.26,18.13,2021-11-23,2021-12-31
2924,ZC69,man00,48,73.34,13.51,2021-10-29,2021-12-16
2925,JL84,man51,7,87.22,26.14,2021-11-03,2021-12-27
2926,CQ58,man53,19,28.05,19.71,2021-10-21,2021-12-21
2927,IE98,man12,30,69.28,25.91,2021-11-13,2022-01-02
2928,ZS75,man26,82,91.8,11.29,2021-11-18,2022-01-11
2929,AY44,man54,95,74.74,11.88,2021-11-16,2021-12-22
2930,TE38,man88,34,32.46,10.31,2021-11-04,2021-12-17
2931,PV03,man60,63,40.22,27.51,2021-11-27,2022-01-08
2932,IP94,man70,79,49.99,25.4,2021-12-10,2021-12-28
2933,RJ95,man80,64,95.31,28.75,2021-11-16,2022-01-06
2934,ZJ14,man56,74,47.04,19.17,2021-11-03,2022-01-11
2935,PN47,man52,72,46.56,15.66,2021-12-08,2021-12-17
2936,FG72,man74,85,24.04,22.95,2021-11-08,2022-01-11
2937,ZM08,man64,1,37.69,13.5,2021-10-19,2022-01-05
2938,PL31,man65,93,71.73,10.34,2021-10-21,2022-01-11
2939,QT88,man18,44,77.85,19.4,2021-11-10,2021-12-19
2940,PU08,man86,52,51.07,27.04,2021-12-08,2021-12-26
2941,AY72,man90,96,77.78,21.45,2021-11-08,2021-12-19
2942,OG46,man36,47,47.75,15.08,2021-11-01,2021-12-30
2943,UA60,man58,33,43.41,18.53,2021-10-25,2021-12-31
2944,ME45,man08,77,85.61,24.16,2021-10-28,2021-12-22
2945,ZI14,man03,53,51.65,10.08,2021-11-26,2021-12-31
2946,BL73,man91,4,58.12,26.37,2021-11-13,2021-12-14
2947,WE67,man81,41,35.06,16.67,2021-12-10,2021-12-15
2948,AJ15,man12,70,65.92,16.93,2021-12-04,2021-12-23
2949,YU04,man32,80,56.83,28.99,2021-12-07,2021-12-25
2950,KW33,man99,84,84.25,22.81,2021-11-28,2021-12-23
2951,VY43,man80,54,96.41,16.5,2021-11-20,2021-12-14
2952,WK53,man66,84,34.22,26.91,2021-12-09,2021-12-15
2953,OR43,man64,7,98.85,26.9,2021-12-13,2022-01-03
2954,WH91,man01,91,33.29,11.1,2021-12-05,2022-01-01
2955,GJ68,man50,59,79.87,29.46,2021-11-24,2022-01-09
2956,GA13,man29,91,79.26,24.03,2021-11-21,2021-12-24
2957,YB08,man01,3,46.75,26.07,2021-11-27,2022-01-07
2958,DQ41,man42,13,59.15,25.0,2021-10-29,2021-12-16
2959,EX23,man04,25,96.45,25.53,2021-10-25,2021-12-16
2960,GY98,man74,21,22.32,25.82,2021-11-14,2022-01-07
2961,AL44,man84,47,25.8,18.5,2021-12-07,2022-01-13
2962,RI59,man43,9,98.45,20.61,2021-12-14,2021-12-14
2963,EZ39,man87,53,63.12,10.76,2021-11-02,2022-01-04
2964,JK02,man65,54,95.06,27.18,2021-11-23,2021-12-24
2965,SM76,man99,41,69.27,22.93,2021-10-19,2021-12-31
2966,RM94,man36,67,60.71,22.0,2021-11-13,2021-12-30
2967,LW92,man64,96,79.62,29.62,2021-11-04,2021-12-18
2968,EZ86,man12,87,20.74,20.7,2021-11-28,2022-01-04
2969,RY62,man75,62,80.58,21.2,2021-11-19,2022-01-04
2970,CR86,man65,9,56.65,19.4,2021-10-18,2021-12-28
2971,SU16,man65,63,24.84,21.43,2021-11-22,2021-12-27
2972,MM34,man64,9,62.23,27.88,2021-11-08,2022-01-05
2973,OP54,man41,21,45.25,18.65,2021-10-25,2022-01-11
2974,GE76,man99,9,99.44,20.88,2021-12-03,2021-12-27
2975,TY61,man31,58,65.92,11.76,2021-11-04,2021-12-23
2976,BT93,man91,68,81.29,27.88,2021-11-09,2022-01-09
2977,TL49,man23,56,20.57,18.05,2021-12-14,2022-01-08
2978,YF77,man22,63,79.74,25.42,2021-12-08,2021-12-15
2979,IM06,man61,74,49.37,14.47,2021-11-22,2022-01-04
2980,HT08,man56,19,47.0,18.12,2021-10-19,2021-12-25
2981,VQ76,man91,6,93.25,28.37,2021-12-08,2022-01-07
2982,YT00,man32,99,53.15,24.41,2021-11-01,2021-12-26
2983,YM66,man23,81,28.26,21.62,2021-11-05,2021-12-16
2984,UD27,man21,21,21.31,24.48,2021-12-06,2021-12-29
2985,LY40,man88,95,41.41,29.68,2021-10-20,2022-01-04
2986,CS55,man55,4,49.29,10.43,2021-12-12,2022-01-03
2987,IM15,man96,41,62.47,26.4,2021-10-21,2021-12-27
2988,IV67,man92,22,37.68,24.67,2021-11-24,2022-01-10
2989,ET64,man03,11,66.58,25.22,2021-11-07,2021-12-31
2990,YA36,man24,80,51.78,14.4,2021-11-29,2021-12-17
2991,SE31,man42,3,44.24,20.16,2021-10-15,2022-01-08
2992,MH62,man99,72,63.47,18.94,2021-10-22,2021-12-20
2993,QW87,man40,80,24.55,15.33,2021-11-23,2021-12-19
2994,BP52,man25,95,30.89,28.98,2021-11-07,2021-12-18
2995,WW54,man12,54,43.24,16.34,2021-11-30,2022-01-11
2996,IU54,man80,5,92.22,25.59,2021-11-10,2022-01-13
2997,LR53,man72,2,51.95,29.55,2021-12-05,2021-12-24
2998,DF98,man16,37,63.87,10.54,2021-11-21,2021-12-18
2999,AJ91,man46,73,26.51,28.29,2021-11-02,2021-12-23
3000,VF04,man23,11,67.98,22.43,2021-11-11,2021-12-21
3001,QI15,man71,59,72.56,23.2,2021-11-11,2022-01-10
3002,LS77,man46,16,57.19,28.04,2021-11-17,2021-12-26
3003,JI49,man79,87,31.08,29.66,2021-11-24,2021-12-30
3004,AB68,man35,95,68.49,27.59,2021-11-05,2021-12-25
3005,IZ73,man60,61,84.67,27.72,2021-11-17,2022-01-06
3006,XC90,man83,61,59.04,16.57,2021-10-27,2022-01-06
3007,YH10,man62,84,58.13,29.83,2021-10-21,2022-01-10
3008,MJ41,man26,4,35.62,13.77,2021-11-17,2021-12-14
3009,UA72,man18,91,97.6,26.44,2021-11-03,2022-01-08
3010,XW32,man56,1,77.48,21.48,2021-11-09,2021-12-29
3011,NT34,man36,18,49.02,25.84,2021-11-09,2022-01-09
3012,ZK93,man06,15,46.72,11.74,2021-10-20,2022-01-10
3013,BF66,man91,69,77.83,21.63,2021-10-24,2021-12-22
3014,JO74,man93,24,24.41,13.42,2021-12-12,2021-12-26
3015,VE25,man70,36,69.34,25.46,2021-12-07,2021-12-23
3016,JB90,man08,12,32.25,14.31,2021-10-29,2021-12-23
3017,YX12,man32,50,67.56,10.88,2021-10-26,2022-01-12
3018,ZR84,man30,22,73.19,28.4,2021-11-17,2022-01-08
3019,VF56,man22,52,29.83,21.81,2021-10-24,2021-12-29
3020,TE01,man56,21,71.85,22.19,2021-11-10,2021-12-18
3021,VU64,man79,91,45.21,16.46,2021-12-02,2022-01-08
3022,JS48,man75,46,52.46,16.79,2021-10-19,2022-01-11
3023,VX74,man12,79,97.36,21.16,2021-10-27,2021-12-16
3024,MH35,man63,23,71.03,12.67,2021-12-01,2022-01-02
3025,HH19,man98,55,94.93,23.72,2021-11-04,2022-01-07
3026,OM96,man32,100,49.01,15.21,2021-11-03,2021-12-30
3027,AF32,man79,26,48.18,20.77,2021-11-18,2021-12-20
3028,ZO01,man79,67,31.0,18.84,2021-12-09,2022-01-05
3029,CK54,man56,68,20.42,26.73,2021-11-24,2021-12-30
3030,NJ60,man71,35,94.86,20.89,2021-11-24,2022-01-12
3031,HB49,man64,62,95.07,18.04,2021-11-27,2022-01-13
3032,LG23,man71,74,79.77,10.44,2021-11-01,2021-12-25
3033,BP26,man10,9,28.36,11.25,2021-11-11,2022-01-03
3034,PX88,man66,61,71.31,27.82,2021-11-21,2022-01-07
3035,BP73,man26,72,62.49,25.01,2021-10-22,2021-12-28
3036,TA86,man82,48,50.3,23.84,2021-11-16,2022-01-07
3037,ED18,man78,28,49.0,25.11,2021-11-16,2021-12-23
3038,UZ14,man39,83,22.5,13.38,2021-11-09,2021-12-23
3039,ZR17,man33,21,89.62,24.44,2021-12-12,2021-12-31
3040,HK14,man06,16,86.1,11.96,2021-11-24,2021-12-21
3041,RG29,man02,92,77.99,29.92,2021-11-08,2022-01-13
3042,WG73,man98,7,45.64,22.05,2021-12-12,2021-12-29
3043,WL17,man59,63,61.84,14.91,2021-12-13,2021-12-15
3044,PI95,man82,59,54.79,17.1,2021-10-17,2021-12-19
3045,MO63,man36,32,92.82,22.57,2021-11-10,2021-12-16
3046,NZ43,man59,81,30.8,18.77,2021-10-29,2021-12-22
3047,MI61,man27,65,21.7,10.43,2021-11-23,2021-12-16
3048,KV97,man63,46,95.08,29.0,2021-11-27,2021-12-24
3049,IF50,man10,98,74.4,22.43,2021-10-18,2021-12-23
3050,TU46,man55,11,94.53,16.87,2021-11-16,2022-01-02
3051,YO54,man98,22,46.57,29.06,2021-10-16,2021-12-16
3052,JR01,man69,95,32.19,11.92,2021-10-15,2022-01-02
3053,RI56,man25,90,32.95,11.99,2021-12-08,2021-12-29
3054,QO44,man83,89,47.38,25.82,2021-11-16,2021-12-30
3055,JQ91,man62,33,44.73,24.89,2021-12-06,2021-12-24
3056,BD35,man00,76,69.62,19.72,2021-10-23,2022-01-08
3057,RL00,man26,7,23.81,17.53,2021-12-01,2022-01-12
3058,NV81,man66,59,55.67,19.15,2021-11-13,2022-01-08
3059,SQ84,man01,51,81.98,15.91,2021-10-25,2022-01-02
3060,OA27,man19,86,54.54,10.7,2021-11-17,2021-12-29
3061,EN19,man79,70,31.79,26.24,2021-11-14,2022-01-08
3062,FS68,man63,57,60.26,19.17,2021-10-24,2021-12-26
3063,YQ40,man15,6,43.75,26.05,2021-10-21,2021-12-29
3064,TL85,man26,65,46.14,24.45,2021-12-11,2022-01-05
3065,MA03,man72,38,32.64,17.25,2021-12-04,2022-01-11
3066,SZ89,man60,74,48.18,19.46,2021-12-08,2021-12-29
3067,MQ02,man85,95,91.19,24.29,2021-11-21,2022-01-10
3068,FJ36,man39,22,62.99,21.46,2021-12-07,2022-01-02
3069,ME53,man56,42,22.94,16.8,2021-11-11,2021-12-27
3070,YT21,man64,72,44.64,20.35,2021-11-24,2021-12-25
3071,WU42,man62,38,48.0,29.77,2021-11-25,2022-01-08
3072,XC97,man68,99,91.92,16.82,2021-11-12,2022-01-06
3073,RD10,man19,11,30.0,11.99,2021-10-26,2021-12-15
3074,PD03,man47,65,88.9,13.76,2021-11-05,2022-01-05
3075,WY71,man00,68,87.02,26.13,2021-10-25,2021-12-26
3076,OU23,man78,45,77.67,29.79,2021-10-18,2022-01-13
3077,QO84,man56,58,81.49,10.05,2021-10-20,2022-01-06
3078,GZ04,man77,34,38.19,16.12,2021-12-06,2021-12-28
3079,UA79,man63,49,22.52,22.64,2021-11-29,2021-12-22
3080,PS17,man00,97,66.17,16.44,2021-12-09,2021-12-23
3081,EH48,man25,94,21.36,20.39,2021-11-23,2021-12-28
3082,DV38,man11,41,26.13,23.96,2021-10-27,2021-12-17
3083,NX90,man32,77,73.65,21.86,2021-12-04,2022-01-09
3084,PL03,man38,40,31.62,24.4,2021-11-01,2021-12-28
3085,EL75,man76,31,96.9,26.51,2021-11-19,2022-01-13
3086,MC23,man94,13,98.19,12.57,2021-10-15,2022-01-03
3087,CN40,man91,5,59.68,14.47,2021-10-30,2021-12-26
3088,XV37,man90,61,26.93,23.9,2021-11-15,2021-12-28
3089,EL95,man70,16,61.69,27.56,2021-10-23,2021-12-15
3090,LI88,man03,15,44.01,29.09,2021-10-22,2021-12-22
3091,FM49,man28,18,76.55,29.94,2021-11-30,2022-01-03
3092,ZA35,man72,60,35.74,14.03,2021-12-03,2022-01-01
3093,TX47,man84,74,57.43,21.81,2021-11-25,2022-01-06
3094,EM07,man39,43,67.92,14.17,2021-10-21,2022-01-03
3095,SU04,man86,77,35.65,18.76,2021-11-25,2022-01-12
3096,SS66,man18,81,60.73,24.35,2021-11-23,2021-12-29
3097,FN34,man22,26,83.83,17.58,2021-10-30,2021-12-15
3098,PP62,man84,40,20.62,10.51,2021-11-21,2022-01-02
3099,LA38,man52,33,41.1,15.89,2021-11-24,2022-01-05
3100,ZF80,man71,51,36.79,12.15,2021-11-28,2021-12-14
3101,QC06,man38,16,70.47,21.64,2021-11-20,2021-12-15
3102,SD51,man74,11,49.69,10.07,2021-12-04,2022-01-13
3103,CJ15,man85,20,23.75,22.25,2021-11-02,2021-12-20
3104,GM94,man35,81,72.59,29.63,2021-12-11,2021-12-24
3105,SR89,man37,75,61.58,19.83,2021-11-28,2021-12-23
3106,IM76,man95,3,21.08,25.54,2021-11-21,2021-12-29
3107,KF17,man57,86,72.19,14.31,2021-11-24,2021-12-29
3108,ER55,man40,31,71.62,14.3,2021-11-14,2021-12-15
3109,II83,man02,19,60.8,20.39,2021-11-25,2021-12-29
3110,NE79,man55,55,39.71,19.72,2021-12-11,2021-12-24
3111,VC91,man24,36,85.99,10.13,2021-11-18,2021-12-31
3112,CL65,man12,66,25.82,10.14,2021-11-17,2022-01-04
3113,LK02,man44,6,47.62,10.85,2021-12-14,2022-01-05
3114,ZS23,man87,24,88.29,17.89,2021-12-10,2021-12-30
3115,DH75,man31,58,30.34,13.91,2021-11-11,2021-12-28
3116,AY10,man37,90,98.68,15.51,2021-10-29,2022-01-07
3117,YW07,man87,32,93.09,27.67,2021-12-05,2021-12-18
3118,FV56,man61,12,85.54,23.43,2021-11-06,2022-01-11
3119,MV24,man99,47,63.48,25.99,2021-10-28,2021-12-25
3120,GC69,man03,54,72.19,10.8,2021-11-02,2021-12-28
3121,EV74,man87,55,73.15,26.45,2021-12-09,2021-12-27
3122,DF85,man73,47,97.67,10.05,2021-12-14,2021-12-29
3123,AS06,man14,12,65.13,26.1,2021-10-30,2021-12-21
3124,FK97,man92,61,78.18,18.32,2021-11-09,2022-01-09
3125,EH49,man17,56,28.18,14.85,2021-11-18,2021-12-18
3126,IB73,man76,94,55.46,29.4,2021-10-18,2022-01-03
3127,ZR41,man49,75,38.44,28.9,2021-11-30,2022-01-11
3128,SF79,man49,38,47.48,13.86,2021-11-04,2021-12-29
3129,SH26,man84,82,35.35,10.27,2021-10-24,2021-12-27
3130,YV24,man46,32,93.8,29.72,2021-11-17,2022-01-12
3131,HO67,man24,27,20.98,20.53,2021-11-16,2021-12-24
3132,NE15,man52,90,51.69,10.79,2021-11-09,2021-12-29
3133,GT06,man34,36,47.08,28.8,2021-12-03,2021-12-27
3134,CP50,man10,11,22.56,21.0,2021-10-24,2021-12-23
3135,UD78,man84,88,38.93,17.6,2021-11-14,2022-01-09
3136,OO56,man29,28,78.52,14.54,2021-10-25,2021-12-14
3137,GX25,man17,100,20.57,12.77,2021-10-17,2022-01-08
3138,KW67,man19,100,20.52,29.3,2021-12-01,2021-12-15
3139,PA25,man39,2,25.63,11.18,2021-11-05,2021-12-28
3140,EP51,man51,41,23.72,14.85,2021-10-16,2022-01-08
3141,MR41,man47,44,62.06,27.65,2021-12-06,2022-01-09
3142,LU87,man15,25,68.52,25.15,2021-10-25,2021-12-18
3143,OB93,man20,45,47.74,14.94,2021-11-18,2021-12-23
3144,OK11,man41,79,27.29,11.74,2021-12-02,2022-01-13
3145,SB07,man90,33,48.39,21.16,2021-10-29,2022-01-04
3146,BE85,man84,46,24.22,17.56,2021-11-03,2021-12-18
3147,CO67,man44,85,43.0,29.42,2021-10-19,2022-01-11
3148,TL27,man07,7,81.85,18.21,2021-11-04,2022-01-07
3149,XH10,man17,14,52.64,27.0,2021-10-24,2021-12-27
3150,SY89,man58,21,98.95,10.79,2021-10-15,2021-12-21
3151,LU66,man97,2,92.55,17.77,2021-10-31,2021-12-27
3152,LT34,man87,16,81.48,17.0,2021-11-10,2021-12-31
3153,SM61,man51,54,72.5,12.02,2021-11-03,2021-12-31
3154,ED89,man16,82,95.06,21.58,2021-12-07,2022-01-07
3155,UQ30,man57,57,68.01,21.99,2021-12-07,2022-01-01
3156,OZ52,man50,96,28.97,17.15,2021-11-05,2021-12-20
3157,FY89,man71,49,52.27,18.73,2021-11-24,2022-01-03
3158,KX94,man92,62,59.88,22.14,2021-12-01,2021-12-31
3159,BW46,man51,80,39.0,12.52,2021-10-27,2021-12-22
3160,MZ05,man72,26,99.45,15.41,2021-11-04,2022-01-11
3161,HU04,man76,16,75.0,25.71,2021-12-13,2021-12-23
3162,HS78,man65,42,66.77,26.87,2021-12-05,2021-12-18
3163,NL32,man04,95,36.09,21.53,2021-10-17,2021-12-31
3164,OA28,man64,46,50.01,17.11,2021-11-26,2021-12-26
3165,UC15,man53,12,63.92,20.61,2021-11-03,2021-12-29
3166,JB57,man78,27,45.14,23.88,2021-12-02,2022-01-11
3167,LR46,man10,32,55.85,18.41,2021-12-05,2022-01-09
3168,BX29,man53,55,91.18,10.49,2021-11-01,2022-01-07
3169,TJ73,man64,99,36.66,11.08,2021-11-04,2022-01-09
3170,SB22,man85,5,37.87,29.69,2021-11-18,2021-12-15
3171,XH19,man68,46,55.44,18.37,2021-11-12,2021-12-22
3172,OL56,man44,90,25.23,17.94,2021-11-24,2022-01-11
3173,LJ65,man04,47,84.96,29.11,2021-12-11,2021-12-22
3174,HP51,man80,95,77.53,13.3,2021-10-23,2022-01-07
3175,RJ30,man47,77,48.26,11.15,2021-11-03,2021-12-21
3176,PL88,man52,76,54.5,20.8,2021-11-14,2022-01-12
3177,KK32,man89,91,42.79,15.13,2021-11-25,2021-12-16
3178,OM32,man40,93,47.95,15.68,2021-10-19,2021-12-29
3179,LM03,man46,35,80.64,22.72,2021-11-11,2021-12-21
3180,TH26,man48,50,49.15,21.64,2021-12-07,2021-12-19
3181,HU86,man71,76,21.2,23.45,2021-11-15,2021-12-23
3182,CL08,man45,4,34.36,14.61,2021-12-07,2021-12-30
3183,JP91,man02,50,57.55,26.66,2021-11-11,2022-01-13
3184,OO09,man95,53,53.83,29.5,2021-12-09,2021-12-26
3185,EU43,man30,90,84.04,28.31,2021-11-01,2021-12-29
3186,OP40,man65,65,82.95,20.59,2021-11-04,2021-12-16
3187,JY05,man55,81,68.49,13.39,2021-10-19,2021-12-20
3188,OO02,man68,28,55.94,12.0,2021-11-12,2022-01-02
3189,BD76,man35,84,90.91,14.21,2021-11-27,2021-12-22
3190,RI45,man50,96,38.74,23.75,2021-12-10,2021-12-24
3191,ZX00,man10,34,77.93,26.96,2021-10-17,2022-01-04
3192,UQ67,man53,33,74.66,13.81,2021-10-25,2021-12-28
3193,PZ59,man76,32,45.41,14.48,2021-10-20,2021-12-16
3194,NW58,man72,6,47.27,15.7,2021-11-02,2021-12-31
3195,AE59,man06,23,93.91,17.04,2021-11-29,2022-01-11
3196,DE18,man55,21,38.0,10.33,2021-11-10,2021-12-30
3197,OB21,man26,84,92.09,19.17,2021-11-30,2021-12-15
3198,LL41,man05,32,78.68,24.25,2021-11-17,2022-01-05
3199,NG05,man16,47,45.69,18.78,2021-10-22,2021-12-18
3200,PL87,man96,89,37.99,11.2,2021-11-04,2021-12-30
3201,LD85,man16,2,72.6,23.07,2021-10-24,2021-12-25
3202,XO85,man80,66,86.36,11.3,2021-12-12,2022-01-12
3203,UC90,man87,45,50.78,21.62,2021-11-24,2022-01-04
3204,DS68,man88,15,59.54,16.4,2021-11-17,2021-12-24
3205,VP78,man05,40,74.57,10.35,2021-11-09,2021-12-15
3206,JF43,man01,5,57.93,21.22,2021-10-23,2021-12-30
3207,UT75,man38,93,72.64,11.17,2021-11-30,2021-12-14
